AGREGACAO;MUNICIPIO;RECONHECIMENTO;GESTOR;TIPO;FONTE;EIXO;SUBEIXO;FINALIDADE;PAGO
Municipal;BARRA DO RIBEIRO;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Auxilio-Gas;19.890,00
Municipal;BARRA DO RIBEIRO;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Bolsa-Familia;535.000,00
Municipal;BARRA DO RIBEIRO;Situacao de Emergencia;MDS;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Bolsa Familia: novas familias incluidas;14.185,00
Municipal;BARRA DO RIBEIRO;Situacao de Emergencia;MDS;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Assistencia Social;Seguranca alimentar e assistencia social: PAA, cestas, abrigos e parcela extra SUAS;50.061,90
Municipal;BARRA DO RIBEIRO;Situacao de Emergencia;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Alimentacao escolar: parcela extra;15.654,60
Municipal;BARRA DO RIBEIRO;Situacao de Emergencia;MF;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do IRPF;811.404,00
Municipal;BARRA DO RIBEIRO;Situacao de Emergencia;MF;Prorrogacao;Financiamento;Apoio as Empresas;Prorrogacoes;Prorrogacao de tributos e suspensao de dividas;239.003,25
Municipal;BARRA DO RIBEIRO;Situacao de Emergencia;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAF/PRONAMP;458.080,00
Municipal;BARRA DO RIBEIRO;Situacao de Emergencia;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAMPE SOLIDARIO;2.141.851,01
Municipal;BARRA DO RIBEIRO;Situacao de Emergencia;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Empresas;Programa Emergencial de Acesso a Credito (PEAC);66.237,92
Municipal;BARRA DO RIBEIRO;Situacao de Emergencia;MIDR;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Auxilio Reconstrucao;2.697.900,00
Municipal;BARRA DO RIBEIRO;Situacao de Emergencia;MIDR;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Defesa Civil;Defesa Civil: resgate, resposta e reconstrucao;322.250,00
Municipal;BARRA DO RIBEIRO;Situacao de Emergencia;MS;Antecipacao;Orcamento Federal;Medidas para os Municipios;Saude;Antecipacao do Piso Nacional da Enfermagem;36.653,13
Municipal;BARRA DO RIBEIRO;Situacao de Emergencia;MTE;Antecipacao;Financiamento;Cuidado com as Pessoas;Antecipacao;FGTS - Saque Calamidade;3.496.072,21
Municipal;BARRA DO RIBEIRO;Situacao de Emergencia;MTE;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Abono Salarial;824.996,00
Municipal;BARRA DO RIO AZUL;Estado de Calamidade Publica;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Auxilio-Gas;306,00
Municipal;BARRA DO RIO AZUL;Estado de Calamidade Publica;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Bolsa-Familia;11.300,00
Municipal;BARRA DO RIO AZUL;Estado de Calamidade Publica;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do BPC;19.768,00
Municipal;BARRA DO RIO AZUL;Estado de Calamidade Publica;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Alimentacao escolar: parcela extra;1.415,20
Municipal;BARRA DO RIO AZUL;Estado de Calamidade Publica;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Programa Dinheiro Direto na Escola (PDDE): limpeza e reparos;7.600,00
Municipal;BARRA DO RIO AZUL;Estado de Calamidade Publica;MF;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do IRPF;58.622,00
Municipal;BARRA DO RIO AZUL;Estado de Calamidade Publica;MF;Prorrogacao;Financiamento;Apoio as Empresas;Prorrogacoes;Prorrogacao de tributos e suspensao de dividas;183.945,62
Municipal;BARRA DO RIO AZUL;Estado de Calamidade Publica;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAF/PRONAMP;1.917.147,22
Municipal;BARRA DO RIO AZUL;Estado de Calamidade Publica;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAMPE SOLIDARIO;1.455.500,00
Municipal;BARRA DO RIO AZUL;Estado de Calamidade Publica;MF;Recursos Novos;Orcamento Federal;Medidas para os Municipios;FPM;Fundo de Participacao dos Municipios (FPM);1.163.250,91
Municipal;BARRA DO RIO AZUL;Estado de Calamidade Publica;MIDR;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Auxilio Reconstrucao;428.400,00
Municipal;BARRA DO RIO AZUL;Estado de Calamidade Publica;MIDR;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Defesa Civil;Defesa Civil: resgate, resposta e reconstrucao;1.340.344,23
Municipal;BARRA DO RIO AZUL;Estado de Calamidade Publica;MPS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao dos Beneficios Previdenciarios;1.114.129,72
Municipal;BARRA DO RIO AZUL;Estado de Calamidade Publica;MS;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Saude;Atencao Primaria - custeio de servicos: aumento demanda;379.341,52
Municipal;BARRA DO RIO AZUL;Estado de Calamidade Publica;MS;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Saude;Vigilancia epidemiologica: rede de frios, computadores e vacinas;154.899,00
Municipal;BARRA DO RIO AZUL;Estado de Calamidade Publica;MTE;Antecipacao;Financiamento;Cuidado com as Pessoas;Antecipacao;FGTS - Saque Calamidade;159.199,11
Municipal;BARRA DO RIO AZUL;Estado de Calamidade Publica;MTE;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Abono Salarial;43.188,00
Municipal;BARRA FUNDA;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Auxilio-Gas;408,00
Municipal;BARRA FUNDA;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Bolsa-Familia;13.701,00
Municipal;BARRA FUNDA;Situacao de Emergencia;MDS;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Bolsa Familia: novas familias incluidas;650,00
Municipal;BARRA FUNDA;Situacao de Emergencia;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Alimentacao escolar: parcela extra;5.087,00
Municipal;BARRA FUNDA;Situacao de Emergencia;MF;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do IRPF;117.946,00
Municipal;BARRA FUNDA;Situacao de Emergencia;MF;Prorrogacao;Financiamento;Apoio as Empresas;Prorrogacoes;Prorrogacao de tributos e suspensao de dividas;1.069.275,73
Municipal;BARRA FUNDA;Situacao de Emergencia;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAF/PRONAMP;921.330,00
Municipal;BARRA FUNDA;Situacao de Emergencia;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAMPE SOLIDARIO;150.000,00
Municipal;BARRA FUNDA;Situacao de Emergencia;MPS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao dos Beneficios Previdenciarios;1.297.053,80
Municipal;BARRA FUNDA;Situacao de Emergencia;MS;Antecipacao;Orcamento Federal;Medidas para os Municipios;Saude;Antecipacao do Piso Nacional da Enfermagem;565,86
Municipal;BARRA FUNDA;Situacao de Emergencia;MTE;Antecipacao;Financiamento;Cuidado com as Pessoas;Antecipacao;FGTS - Saque Calamidade;979.455,29
Municipal;BARRA FUNDA;Situacao de Emergencia;MTE;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Abono Salarial;196.535,00
Municipal;BARRA FUNDA;Situacao de Emergencia;MTE;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Seguro desemprego;37.900,00
Municipal;BARRACAO;Nem Emergencia / Nem Calamidade;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Auxilio-Gas;1.122,00
Municipal;BARRACAO;Nem Emergencia / Nem Calamidade;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Bolsa-Familia;211.424,00
Municipal;BARRACAO;Nem Emergencia / Nem Calamidade;MDS;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Bolsa Familia: novas familias incluidas;7.650,00
Municipal;BARRACAO;Nem Emergencia / Nem Calamidade;MF;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do IRPF;304.069,00
Municipal;BARRACAO;Nem Emergencia / Nem Calamidade;MS;Antecipacao;Orcamento Federal;Medidas para os Municipios;Saude;Antecipacao do Piso Nacional da Enfermagem;2.171,53
Municipal;BARRACAO;Nem Emergencia / Nem Calamidade;MTE;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Abono Salarial;211.120,00
Municipal;BARROS CASSAL;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Auxilio-Gas;918,00
Municipal;BARROS CASSAL;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Bolsa-Familia;227.117,00
Municipal;BARROS CASSAL;Situacao de Emergencia;MDS;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Bolsa Familia: novas familias incluidas;3.725,00
Municipal;BARROS CASSAL;Situacao de Emergencia;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Alimentacao escolar: parcela extra;13.789,40
Municipal;BARROS CASSAL;Situacao de Emergencia;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Programa Dinheiro Direto na Escola (PDDE): limpeza e reparos;83.600,00
Municipal;BARROS CASSAL;Situacao de Emergencia;MF;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do IRPF;258.310,00
Municipal;BARROS CASSAL;Situacao de Emergencia;MF;Prorrogacao;Financiamento;Apoio as Empresas;Prorrogacoes;Prorrogacao de tributos e suspensao de dividas;707.329,60
Municipal;BARROS CASSAL;Situacao de Emergencia;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAF/PRONAMP;278.404,00
Municipal;BARROS CASSAL;Situacao de Emergencia;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAMPE SOLIDARIO;319.000,00
Municipal;BARROS CASSAL;Situacao de Emergencia;MIDR;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Defesa Civil;Defesa Civil: resgate, resposta e reconstrucao;1.829.689,41
Municipal;BARROS CASSAL;Situacao de Emergencia;MPS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao dos Beneficios Previdenciarios;4.300.102,67
Municipal;BARROS CASSAL;Situacao de Emergencia;MS;Antecipacao;Orcamento Federal;Medidas para os Municipios;Saude;Antecipacao do Piso Nacional da Enfermagem;17.385,26
Municipal;BARROS CASSAL;Situacao de Emergencia;MTE;Antecipacao;Financiamento;Cuidado com as Pessoas;Antecipacao;FGTS - Saque Calamidade;430.713,15
Municipal;BARROS CASSAL;Situacao de Emergencia;MTE;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Abono Salarial;280.904,00
Municipal;BARROS CASSAL;Situacao de Emergencia;MTE;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Seguro desemprego;36.090,00
Municipal;BENJAMIN CONSTANT DO SUL;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Auxilio-Gas;22.644,00
Municipal;BENJAMIN CONSTANT DO SUL;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Bolsa-Familia;350.680,00
Municipal;BENJAMIN CONSTANT DO SUL;Situacao de Emergencia;MDS;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Bolsa Familia: novas familias incluidas;21.350,00
Municipal;BENJAMIN CONSTANT DO SUL;Situacao de Emergencia;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Alimentacao escolar: parcela extra;3.926,20
Municipal;BENJAMIN CONSTANT DO SUL;Situacao de Emergencia;MF;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do IRPF;68.594,00
Municipal;BENJAMIN CONSTANT DO SUL;Situacao de Emergencia;MF;Prorrogacao;Financiamento;Apoio as Empresas;Prorrogacoes;Prorrogacao de tributos e suspensao de dividas;2.040,92
Municipal;BENJAMIN CONSTANT DO SUL;Situacao de Emergencia;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAMPE SOLIDARIO;300.000,00
Municipal;BENJAMIN CONSTANT DO SUL;Situacao de Emergencia;MIDR;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Defesa Civil;Defesa Civil: resgate, resposta e reconstrucao;466.066,38
Municipal;BENJAMIN CONSTANT DO SUL;Situacao de Emergencia;MPS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao dos Beneficios Previdenciarios;976.440,93
Municipal;BENJAMIN CONSTANT DO SUL;Situacao de Emergencia;MTE;Antecipacao;Financiamento;Cuidado com as Pessoas;Antecipacao;FGTS - Saque Calamidade;207.090,13
Municipal;BENJAMIN CONSTANT DO SUL;Situacao de Emergencia;MTE;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Abono Salarial;54.604,00
Municipal;BENJAMIN CONSTANT DO SUL;Situacao de Emergencia;MTE;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Seguro desemprego;4.687,00
Municipal;BENTO GONCALVES;Estado de Calamidade Publica;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Auxilio-Gas;53.346,00
Municipal;BENTO GONCALVES;Estado de Calamidade Publica;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Bolsa-Familia;1.336.465,00
Municipal;BENTO GONCALVES;Estado de Calamidade Publica;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do BPC;1.324.456,00
Municipal;BENTO GONCALVES;Estado de Calamidade Publica;MDS;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Bolsa Familia: novas familias incluidas;50.204,00
Municipal;BENTO GONCALVES;Estado de Calamidade Publica;MDS;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Assistencia Social;Seguranca alimentar e assistencia social: PAA, cestas, abrigos e parcela extra SUAS;80.000,00
Municipal;BENTO GONCALVES;Estado de Calamidade Publica;MEC;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Empresas;Financiadora de Estudos e Projetos (FINEP);49.228.047,02
Municipal;BENTO GONCALVES;Estado de Calamidade Publica;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Alimentacao escolar: parcela extra;167.171,40
Municipal;BENTO GONCALVES;Estado de Calamidade Publica;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Programa Dinheiro Direto na Escola (PDDE): limpeza e reparos;15.200,00
Municipal;BENTO GONCALVES;Estado de Calamidade Publica;MEC/MCTI;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao de Bolsas de Pos-Graduacao;146.962,00
Municipal;BENTO GONCALVES;Estado de Calamidade Publica;MF;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do IRPF;12.698.307,00
Municipal;BENTO GONCALVES;Estado de Calamidade Publica;MF;Prorrogacao;Financiamento;Apoio as Empresas;Prorrogacoes;Prorrogacao de tributos e suspensao de dividas;104.020.085,75
Municipal;BENTO GONCALVES;Estado de Calamidade Publica;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAF/PRONAMP;6.464.033,00
Municipal;BENTO GONCALVES;Estado de Calamidade Publica;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAMPE SOLIDARIO;66.897.186,79
Municipal;BENTO GONCALVES;Estado de Calamidade Publica;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Empresas;Programa Emergencial de Acesso a Credito (PEAC);7.949.689,00
Municipal;BENTO GONCALVES;Estado de Calamidade Publica;MF;Recursos Novos;Orcamento Federal;Apoio as Empresas;Credito para Empresas;Credito a empresas de todos os portes via Fundo Social;12.400.000,00
Municipal;BENTO GONCALVES;Estado de Calamidade Publica;MF;Recursos Novos;Orcamento Federal;Medidas para os Municipios;FPM;Fundo de Participacao dos Municipios (FPM);6.591.755,03
Municipal;BENTO GONCALVES;Estado de Calamidade Publica;MIDR;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Auxilio Reconstrucao;504.900,00
Municipal;BENTO GONCALVES;Estado de Calamidade Publica;MIDR;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Defesa Civil;Defesa Civil: resgate, resposta e reconstrucao;1.771.792,80
Municipal;BENTO GONCALVES;Estado de Calamidade Publica;MPS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao dos Beneficios Previdenciarios;71.157.801,96
Municipal;BENTO GONCALVES;Estado de Calamidade Publica;MS;Antecipacao;Orcamento Federal;Medidas para os Municipios;Saude;Antecipacao do Piso Nacional da Enfermagem;715.391,98
Municipal;BENTO GONCALVES;Estado de Calamidade Publica;MS;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Saude;Atencao especializada - custeio de servicos: Aumento demanda;2.160.903,10
Municipal;BENTO GONCALVES;Estado de Calamidade Publica;MS;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Saude;Atencao Primaria - custeio de servicos: aumento demanda;1.075.166,64
Municipal;BENTO GONCALVES;Estado de Calamidade Publica;MS;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Saude;Vigilancia epidemiologica: rede de frios, computadores e vacinas;614.570,00
Municipal;BENTO GONCALVES;Estado de Calamidade Publica;MTE;Antecipacao;Financiamento;Cuidado com as Pessoas;Antecipacao;FGTS - Saque Calamidade;79.609.692,77
Municipal;BENTO GONCALVES;Estado de Calamidade Publica;MTE;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Abono Salarial;9.278.098,00
Municipal;BENTO GONCALVES;Estado de Calamidade Publica;MTE;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Seguro desemprego;2.772.757,00
Municipal;BOA VISTA DAS MISSOES;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Auxilio-Gas;3.672,00
Municipal;BOA VISTA DAS MISSOES;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Bolsa-Familia;83.538,00
Municipal;BOA VISTA DAS MISSOES;Situacao de Emergencia;MDS;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Bolsa Familia: novas familias incluidas;4.200,00
Municipal;BOA VISTA DAS MISSOES;Situacao de Emergencia;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Alimentacao escolar: parcela extra;3.797,60
Municipal;BOA VISTA DAS MISSOES;Situacao de Emergencia;MF;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do IRPF;84.628,00
Municipal;BOA VISTA DAS MISSOES;Situacao de Emergencia;MF;Prorrogacao;Financiamento;Apoio as Empresas;Prorrogacoes;Prorrogacao de tributos e suspensao de dividas;206.527,22
Municipal;BOA VISTA DAS MISSOES;Situacao de Emergencia;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAF/PRONAMP;874.440,00
Municipal;BOA VISTA DAS MISSOES;Situacao de Emergencia;MPS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao dos Beneficios Previdenciarios;913.831,57
Municipal;BOA VISTA DAS MISSOES;Situacao de Emergencia;MS;Antecipacao;Orcamento Federal;Medidas para os Municipios;Saude;Antecipacao do Piso Nacional da Enfermagem;2.931,59
Municipal;BOA VISTA DAS MISSOES;Situacao de Emergencia;MTE;Antecipacao;Financiamento;Cuidado com as Pessoas;Antecipacao;FGTS - Saque Calamidade;324.342,73
Municipal;BOA VISTA DAS MISSOES;Situacao de Emergencia;MTE;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Abono Salarial;95.324,00
Municipal;BOA VISTA DAS MISSOES;Situacao de Emergencia;MTE;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Seguro desemprego;17.177,00
Municipal;BOA VISTA DO BURICA;Nem Emergencia / Nem Calamidade;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Auxilio-Gas;4.488,00
Municipal;BOA VISTA DO BURICA;Nem Emergencia / Nem Calamidade;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Bolsa-Familia;94.704,00
Municipal;BOA VISTA DO BURICA;Nem Emergencia / Nem Calamidade;MDS;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Bolsa Familia: novas familias incluidas;17.810,00
Municipal;BOA VISTA DO BURICA;Nem Emergencia / Nem Calamidade;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Alimentacao escolar: parcela extra;14.513,24
